This list contains all games supported by FB Alpha Plus!.

698 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| mshvsfj	|  	| Marvel Super Heroes vs Street Fighter (970707 Japan)	| mshvsf	| 1997	| Capcom	| CPS2		| 					|
| mshvsfb	|   NW	| Marvel Super Heroes vs Street Fighter (970827 Brazil)	| mshvsf	| 1997	| Capcom	| CPS2		| Encrypted				|
| mshvsfu	|  	| Marvel Super Heroes vs Street Fighter (970827 USA)	| mshvsf	| 1997	| Capcom	| CPS2		| 					|
| mvscar1	|  	| Marvel vs Capcom - clash of super heroes (980112 Asia)| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvscjr1	|  	| Marvel vs Capcom - clash of super heroes (980112 Japan| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvsca		|   NW	| Marvel vs Capcom - clash of super heroes (980123 Asia)| mvsc		| 1998	| Capcom	| CPS2		| Encrypted				|
| mvscb		|   NW	| Marvel vs Capcom - clash of super heroes (980123 Brazi| mvsc		| 1998	| Capcom	| CPS2		| Encrypted				|
| mvsch		|   NW	| Marvel vs Capcom - clash of super heroes (980123 Hispa| mvsc		| 1998	| Capcom	| CPS2		| Encrypted				|
| mvscj		|  	| Marvel vs Capcom - clash of super heroes (980123 Japan| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvscu		|  	| Marvel vs Capcom - clash of super heroes (980123 USA)	| mvsc		| 1998	| Capcom	| CPS2		| 					|
| matrim	|  	| Matrimelee\0Shin gouketsuzi ichizoku - Toukon		| 		| 2002	| Playmore / Noi| Neo Geo	| 					|
| matrimbl	|  	| Matrimelee\0Shin gouketsuzi ichizoku - Toukon (bootleg| matrim	| 2002	| Playmore / Noi| Neo Geo	| 					|
| matrimnd	|  	| Matrimelee\0Shin gouketsuzi ichizoku - Toukon (decrypt| matrim	| 2002	| Playmore / Noi| Neo Geo	| decrypted C-ROMs			|
| megaman	|  	| Mega Man - the power battle (951006 Asia)		| 		| 1995	| Capcom	| CPS1		| 					|
| megamn2a	|   NW	| Mega Man 2 - the power fighters (960708 Asia)		| megaman2	| 1996	| Capcom	| CPS2		| 					|
| megaman2	|  	| Mega Man 2 - the power fighters (960708 USA)		| 		| 1996	| Capcom	| CPS2		| 					|
| mtwins	|  	| Mega Twins (900619 World)				| 		| 1990	| Capcom	| CPS1		| 					|
| mercsu	|  	| Mercs (900302 USA)					| mercs		| 1990	| Capcom	| CPS1		| 					|
| mercs		|  	| Mercs (900302 World)					| 		| 1990	| Capcom	| CPS1		| 					|
| mercsua	|  	| Mercs (900608 USA)					| mercs		| 1990	| Capcom	| CPS1		| 					|
| mslug		|  	| Metal Slug - super vehicle-001			| 		| 1996	| Nazca		| Neo Geo	| 					|
| mslug2	|  	| Metal Slug 2 - super vehicle-001/II			| 		| 1998	| SNK		| Neo Geo	| 					|
| mslug3	|  	| Metal Slug 3						| 		| 2000	| SNK		| Neo Geo	| 					|
| mslug3n	|  	| Metal Slug 3 (non encrypted P)			| mslug3	| 2000	| SNK		| Neo Geo	| 					|
| mslug3nd	|  	| Metal Slug 3 (non encrypted P, decrypted C)		| mslug3	| 2000	| SNK		| Neo Geo	| Non-encrypted P-ROMs, decrypted C-ROMs|
| mslug4	|  	| Metal Slug 4						| 		| 2002	| Playmore Corpo| Neo Geo	| 					|
| mslug4nd	|  	| Metal Slug 4 (decrypted C)				| mslug4	| 2002	| Playmore Corpo| Neo Geo	| decrypted C-ROMs			|
| ms4plus	|  	| Metal Slug 4 Plus					| mslug4	| 2002	| Playmore Corpo| Neo Geo	| Hack of \"Metal Slug 4\"		|
| ms5boot	|  	| Metal Slug 5 (bootleg)				| 		| 2003	| SNK Playmore	| Neo Geo	| Bootleg of \"Metal Slug 5\"		|
| ms5pcb	|  	| Metal Slug 5 (JAMMA PCB)				| 		| 2003	| SNK Playmore	| Neo Geo	| PCB Custom board			|
| ms5pcbn	|  	| Metal Slug 5 (JAMMA PCB, decrypted C)			| ms5pcb	| 2003	| SNK Playmore	| Neo Geo	| PCB Custom board, decrypted C-ROMs	|
| mslug5	|  	| Metal Slug 5 (MVS)					| 		| 2003	| SNK Playmore	| Neo Geo	| MVS Version				|
| mslug5nd	|  	| Metal Slug 5 (MVS, decrypted C)			| mslug5	| 2003	| SNK Playmore	| Neo Geo	| MVS Version, decrypted C-ROMs		|
| ms5plus	|  	| Metal Slug 5 Plus					| ms5boot	| 2003	| SNK Playmore	| Neo Geo	| Hack of \"Metal Slug 5\"		|
| ms6boot	|  	| Metal Slug 6 (bootleg)				| mslug3	| 2000	| SNK		| Neo Geo	| Bootleg of \"Metal Slug 3\"		|
| mslugx	|  	| Metal Slug X - super vehicle-001			| 		| 1999	| SNK		| Neo Geo	| 					|
| mpangj	|  	| Mighty! Pang (001011 Japan)				| 		| 2000	| Mitchell	| CPS2		| 					|
| minasan	|  	| Minnasanno Okagesamadesu				| 		| 1990	| Monolith Corp.| Neo Geo	| 					|
| miexchng	|  	| Money Puzzle Exchanger\0Money Idol Exchanger		| 		| 1997	| Face		| Neo Geo	| 					|
| mbomberj	|  	| Muscle Bomber - the body explosion (930713 Japan)	| slammast	| 1993	| Capcom	| CPS1		| 					|
| mbombrdj	|  	| Muscle Bomber Duo - heat up warriors (931206 Japan)	| slammast	| 1993	| Capcom	| CPS1		| 					|
| mbombrd	|  	| Muscle Bomber Duo - ultimate team battle (931206 World| slammast	| 1993	| Capcom	| CPS1		| 					|
| mutnat	|  	| Mutation Nation					| 		| 1992	| SNK		| Neo Geo	| 					|
| nam1975	|  	| NAM - 1975						| 		| 1990	| SNK		| Neo Geo	| 					|
| naname	|  	| Naname de Magic!					| 		| 1994	| Atlus		| Miscellaneous	| Japan region, Preliminary Driver	|
| nemoj		|  	| Nemo (901120 Japan)					| nemo		| 1990	| Capcom	| CPS1		| 					|
| nemo		|  	| Nemo (901130 World)					| 		| 1990	| Capcom	| CPS1		| 					|
| neo2500	|  	| Neo 2500 Demo						| puzzledp	| 2004	| blastar@gmx.ne| Neo Geo	| 					|
| neobombe	|  	| Neo Bomberman						| 		| 1997	| Hudson Soft	| Neo Geo	| 					|
| neodrift	|  	| Neo Drift Out - new technology			| 		| 1996	| Visco		| Neo Geo	| 					|
| neogeo	|   NW	| Neo Geo						| 		| 1990	| SNK		| Neo Geo	| BIOS only				|
| neomrdo	|  	| Neo Mr. Do!						| 		| 1996	| Visco		| Neo Geo	| 					|
| neonpon1	|  	| Neo No Panepon (2002-07-07 #1)			| neonopon	| 2002	| blastar@gmx.ne| Neo Geo	| 					|
| neonpon2	|  	| Neo No Panepon (2002-07-07 #2)			| neonopon	| 2002	| blastar@gmx.ne| Neo Geo	| 					|
| neonpon3	|  	| Neo No Panepon (2002-08-22)				| neonopon	| 2002	| blastar@gmx.ne| Neo Geo	| 					|
| neonopon	|  	| Neo No Panepon (2002-10-05)				| 		| 2002	| blastar@gmx.ne| Neo Geo	| 					|
| npong10	|  	| Neo Pong (v1.0)					| neopong	| 2002	| Neodev Corpora| Neo Geo	| 					|
| neopong	|  	| Neo Pong (v1.1)					| 		| 2002	| Neodev Corpora| Neo Geo	| 					|
| turfmast	|  	| Neo Turf Masters\0Big Tournament Golf			| 		| 1996	| Nazca		| Neo Geo	| 					|
| neodemo	|  	| Neo-Demo						| puzzledp	| 2002	| Rastersoft / C| Neo Geo	| 					|
| neocup98	|  	| Neo-Geo Cup '98 - the road to the victory		| 		| 1998	| SNK		| Neo Geo	| 					|
| syscheck	|  	| Neo-System Check (v1.0b)				| neonopon	| 2002	| blastar@gmx.ne| Neo Geo	| Checks hardware status, obsolete due t|
| news		|  	| News							| 		| 1993	| Poby / Virus	| Miscellaneous	| 					|
| ngem2k	|  	| NGEM2K (beta 2006-01-18)				| 		| 2006	| blastar@gmx.ne| Neo Geo	| 					|
| nwarrb	|   NW	| Night Warriors - darkstalkers' revenge (950403 Brazil)| nwarr		| 1995	| Capcom	| CPS2		| Encrypted				|
| nwarrh	|   NW	| Night Warriors - darkstalkers' revenge (950403 Hispani| nwarr		| 1995	| Capcom	| CPS2		| Encrypted				|
| nwarr		|  	| Night Warriors - darkstalkers' revenge (950406 USA)	| 		| 1995	| Capcom	| CPS2		| 					|
| nitd		|  	| Nightmare in the Dark					| 		| 2000	| Eleven / Gavak| Neo Geo	| 					|
| nitdn		|  	| Nightmare in the Dark (decrypted C)			| nitd		| 2000	| Eleven / Gavak| Neo Geo	| decrypted C-ROMs			|
| ncombat	|  	| Ninja Combat (set 1)					| 		| 1990	| Alpha Denshi C| Neo Geo	| 					|
| ncombata	|  	| Ninja Combat (set 2)					| ncombat	| 1990	| Alpha Denshi C| Neo Geo	| Alternate version			|
| ncommand	|  	| Ninja Commando					| 		| 1992	| Alpha Denshi C| Neo Geo	| 					|
| ninjamas	|  	| Ninja Master's haoh ninpo cho				| 		| 1996	| ADK / SNK	| Neo Geo	| 					|
| ohmygod	|  	| Oh My God!						| 		| 1993	| Atlus		| Miscellaneous	| Japan region				|
| ragnagrd	|  	| Operation Ragnagard\0Shin-Oh-Ken			| 		| 1996	| Saurus	| Neo Geo	| 					|
| opwolf	|  	| Operation Wolf					| 		| 1987	| Taito		| Custom Taito	| 					|
| outzone	|  	| Out Zone (set 1)					| 		| 1990	| Toaplan	| Toaplan BCU-2 | 					|
| outzonea	|  	| Out Zone (set 2)					| outzone	| 1990	| Toaplan	| Toaplan BCU-2 | Alternate set				|
| overtop	|  	| OverTop						| 		| 1996	| ADK		| Neo Geo	| 					|
| pang3		|  	| Pang! 3 (950511 Euro)					| 		| 1995	| Mitchell	| CPS1		| 					|
| pang3j	|  	| Pang! 3 (950511 Japan)				| pang3		| 1995	| Mitchell	| CPS1		| 					|
| panicbom	|  	| Panic Bomber						| 		| 1994	| Hudson Soft	| Neo Geo	| 					|
| pgoal		|  	| Pleasure Goal - 5 on 5 mini soccer\0Futsal		| 		| 1996	| Saurus	| Neo Geo	| 					|
| pnickj	|  	| Pnickies (940608 Japan)				| 		| 1994	| Compile (Capco| CPS1		| 					|
| pnyaa		|  	| Pochi and Nyaa					| 		| 2003	| Aiky		| Neo Geo	| 					|
| pnyaan	|  	| Pochi and Nyaa (decrypted C)				| pnyaa		| 2003	| Aiky		| Neo Geo	| decrypted C-ROMs			|
| pfghtj	|  	| Pocket Fighter (970904 Japan)				| sgemf		| 1997	| Capcom	| CPS2		| 					|
| poknight	|  	| Poker Night						| puzzledp	| 2003	| Jeff Kurtz	| Neo Geo	| 					|
| popbounc	|  	| Pop 'n Bounce\0Gapporin				| 		| 1997	| Video System C| Neo Geo	| 					|
| pspikes2	|  	| Power Spikes II					| 		| 1994	| Video System C| Neo Geo	| 					|
| pgearr1	|  	| Powered Gear - strategic variant armor equipment (9409| armwar	| 1994	| Capcom	| CPS2		| 					|
| pgear		|  	| Powered Gear - strategic variant armor equipment (9410| armwar	| 1994	| Capcom	| CPS2		| 					|
| preisle2	|  	| Prehistoric Isle 2					| 		| 1999	| Yumekobo / Sau| Neo Geo	| 					|
| preisl2n	|  	| Prehistoric Isle 2 (decrypted C)			| preisle2	| 1999	| Yumekobo	| Neo Geo	| decrypted C-ROMs			|
| prehislu	|  	| Prehistoric Isle in 1930 (US)				| prehisle	| 1989	| SNK of America| Prehistoric Is| Incomplete Sound			|
| prehisle	|  	| Prehistoric Isle in 1930 (World)			| 		| 1989	| SNK		| Prehistoric Is| Incomplete Sound			|
| sailormo	|  	| Pretty Soldier Sailor Moon (version 95/03/22)		| sailormn	| 1995	| BanPresto / Ga| Cave		| 					|
| sailormn	|  	| Pretty Soldier Sailor Moon (version 95/03/22B)	| 		| 1995	| BanPresto / Ga| Cave		| 					|
| progeara	|   NW	| Progear (010117 Asia)					| progear	| 2001	| Capcom / Cave	| CPS2		| 					|
| progear	|  	| Progear (010117 USA)					| 		| 2001	| Capcom / Cave	| CPS2		| 					|
| progearj	|  	| Progear No Arashi (010117 Japan)			| progear	| 2001	| Capcom / Cave	| CPS2		| 					|
| pulstar	|  	| Pulstar						| 		| 1995	| Aicom		| Neo Geo	| 					|
| pzloop2j	|  	| Puzz Loop 2 (010205 Japan)				| 		| 2001	| Mitchell	| CPS2		| 					|
| pbobbl2n	|  	| Puzzle Bobble 2\0Bust-A-Move Again			| 		| 1999	| Taito		| Neo Geo	| 					|
| pbobblen	|  	| Puzzle Bobble\0Bust-A-Move (set 1)			| 		| 1994	| Taito		| Neo Geo	| 					|
| pbobblna	|  	| Puzzle Bobble\0Bust-A-Move (set 2)			| pbobblen	| 1994	| Taito		| Neo Geo	| Alternate version			|
| puzzledp	|  	| Puzzle De Pon						| 		| 1995	| Taito (Visco l| Neo Geo	| 					|
| puzzldpr	|  	| Puzzle De Pon R					| puzzledp	| 1997	| Taito (Visco l| Neo Geo	| 					|
| joyjoy	|  	| Puzzled\0Joy Joy Kid					| 		| 1990	| SNK		| Neo Geo	| 					|
| qad		|  	| Quiz & Dragons (920701 USA)				| 		| 1992	| Capcom	| CPS1		| 					|
| qadj		|  	| Quiz & Dragons (940921 Japan)				| qad		| 1992	| Capcom	| CPS1		| 					|
| quizdais	|  	| Quiz Daisousa Sen - the last count down		| 		| 1991	| SNK		| Neo Geo	| 					|
| quizkof	|  	| Quiz King of Fighters					| 		| 1995	| Saurus	| Neo Geo	| 					|
| quizdai2	|  	| Quiz Meintantei Neo Geo - quiz daisousa sen part 2	| 		| 1992	| SNK		| Neo Geo	| 					|
| qndream	|  	| Quiz Nanairo Dreams - nijiirochou no kiseki (960826 Ja| 		| 1996	| Capcom	| CPS2		| 					|
| qtono2	|  	| Quiz Tonosama no Yabou 2 Zenkoku-ban (950123 Japan)	| 		| 1995	| Capcom	| CPS1		| 					|
| rotd		|  	| Rage of the Dragons					| 		| 2002	| Evoga / Playmo| Neo Geo	| 					|
| rotdnd	|  	| Rage of the Dragons (decrypted C)			| rotd		| 2002	| Evoga / Playmo| Neo Geo	| decrypted C-ROMs			|
| rainbowe	|  	| Rainbow Islands (Extra)				| rainbow	| 1988	| Taito Corporat| Custom Taito	| 					|
| rainbow	|  	| Rainbow Islands (new version)				| 		| 1987	| Taito Corporat| Custom Taito	| 					|
| rainbowo	|  	| Rainbow Islands (old version)				| rainbow	| 1987	| Taito Corporat| Custom Taito	| 					|
| rastan	|  	| Rastan						| 		| 1987	| Taito Corporat| Custom Taito	| 					|
| rastanu	|  	| Rastan (US set 1)					| rastan	| 1987	| Taito America | Custom Taito	| 					|
| rastanu2	|  	| Rastan (US set 2)					| rastan	| 1987	| Taito America | Custom Taito	| 					|
| rastsaga	|  	| Rastan Saga (Japan)					| rastan	| 1987	| Taito Corporat| Custom Taito	| 					|
| rbff2k	|  	| Real Bout Fatal Fury 2 - the newcomers (Korean)	| rbff2		| 1998	| SNK		| Neo Geo	| Korean version			|
| rbff2		|  	| Real Bout Fatal Fury 2 - the newcomers\0Real Bout Garo| 		| 1998	| SNK		| Neo Geo	| 					|
| rbff2a	|  	| Real Bout Fatal Fury 2 - the newcomers\0Real Bout Garo| rbff2		| 1998	| SNK		| Neo Geo	| Alternate version			|
| rbffspec	|  	| Real Bout Fatal Fury Special\0Real Bout Special	| 		| 1996	| SNK		| Neo Geo	| 					|
| rbff1		|  	| Real Bout Fatal Fury\0Real Bout Garou Densetsu	| fatfury3	| 1995	| SNK		| Neo Geo	| 					|
| ridhero	|  	| Riding Hero (set 1)					| 		| 1990	| SNK		| Neo Geo	| 					|
| ridheroh	|  	| Riding Hero (set 2)					| ridhero	| 1990	| SNK		| Neo Geo	| AES version				|
| ringdest	|  	| Ring of Destruction - slammasters II (940902 Euro)	| 		| 1994	| Capcom	| CPS2		| 					|
| roboarmy	|  	| Robo Army (set 1)					| 		| 1991	| SNK		| Neo Geo	| 					|
| roboarma	|  	| Robo Army (set 2)					| roboarmy	| 1991	| SNK		| Neo Geo	| AES version				|
| rockmanj	|  	| Rockman - the power battle (950922 Japan)		| megaman	| 1995	| Capcom	| CPS1		| 					|
| rckman2j	|  	| Rockman 2 - the power fighters (960708 Japan)		| megaman2	| 1996	| Capcom	| CPS2		| 					|
| samuraia	|  	| Samurai Aces						| 		| 1993	| Psikyo / Banpr| Psikyo 68EC020| 					|
| samsho2	|  	| Samurai Shodown II\0Shin Samurai Spirits - Haohmaru ji| 		| 1994	| SNK		| Neo Geo	| 					|
| samsho3	|  	| Samurai Shodown III\0Samurai Spirits - Zankurou musouk| 		| 1995	| SNK		| Neo Geo	| 					|
| samsho3a	|  	| Samurai Shodown III\0Samurai Spirits - Zankurou musouk| samsho3	| 1995	| SNK		| Neo Geo	| Alternate version			|
| samsho4	|  	| Samurai Shodown IV - Amakusa's revenge\0Samurai Spirit| 		| 1996	| SNK		| Neo Geo	| 					|
| ss5spnd	|  	| Samurai Shodown V Special\0Samurai Spirits Zero Specia| samsh5sp	| 2004	| Yuki Enterpris| Neo Geo	| decrypted C-ROMs			|
| samsh5sp	|  	| Samurai Shodown V Special\0Samurai Spirits Zero Specia| 		| 2004	| Yuki Enterpris| Neo Geo	| Uncensored version			|
| samsh5sh	|  	| Samurai Shodown V Special\0Samurai Spirits Zero Specia| samsh5sp	| 2004	| Yuki Enterpris| Neo Geo	| Censored version			|
| samsh5sn	|  	| Samurai Shodown V Special\0Samurai Spirits Zero Specia| samsh5sp	| 2004	| Yuki Enterpris| Neo Geo	| Less censored version			|
| samsh5bl	|  	| Samurai Shodown V\0Samurai Spirits Zero (bootleg)	| samsho5	| 2003	| Yuki Enterpris| Neo Geo	| Bootleg of \"Samurai Shodown 5\"	|
| samsh5nd	|  	| Samurai Shodown V\0Samurai Spirits Zero (decrypted C)	| samsho5	| 2003	| Yuki Enterpris| Neo Geo	| decrypted C-ROMs			|
| samsho5	|  	| Samurai Shodown V\0Samurai Spirits Zero (set 1)	| 		| 2003	| Yuki Enterpris| Neo Geo	| MVS Version				|
| samsho5h	|  	| Samurai Shodown V\0Samurai Spirits Zero (set 2)	| samsho5	| 2003	| Yuki Enterpris| Neo Geo	| AES Version				|
| samsho	|  	| Samurai Shodown\0Samurai Spirits			| 		| 1993	| SNK		| Neo Geo	| 					|
| wofa		|  	| Sangokushi II (921005 Asia)				| wof		| 1992	| Capcom	| CPS1 / QSound	| 					|
| slammasu	|  	| Saturday Night Slam Masters (930713 USA)		| slammast	| 1993	| Capcom	| CPS1		| 					|
| slammast	|  	| Saturday Night Slam Masters (930713 World)		| 		| 1993	| Capcom	| CPS1		| 					|
| savagere	|  	| Savage Reign\0Fu'un Mokushiroku - kakutou sousei	| 		| 1995	| SNK		| Neo Geo	| 					|
| sengoku2	|  	| Sengoku 2\0Sengoku Denshou 2				| 		| 1993	| SNK		| Neo Geo	| 					|
| sengoku3	|  	| Sengoku 3\0Sengoku Denshou 2001			| 		| 2001	| SNK		| Neo Geo	| 					|
| sngoku3n	|  	| Sengoku 3\0Sengoku Denshou 2001 (decrypted C)		| sengoku3	| 2001	| SNK		| Neo Geo	| decrypted C-ROMs			|
| sngkace	|  	| Sengoku Ace (Japan)					| samuraia	| 1993	| Psikyo / Banpr| Psikyo 68EC020| Japan region				|
| sengoku	|  	| Sengoku\0Sengoku Denshou (set 1)			| 		| 1991	| SNK		| Neo Geo	| 					|
| sengokh	|  	| Sengoku\0Sengoku Denshou (set 2)			| sengoku	| 1991	| SNK		| Neo Geo	| AES version				|
| mercsj	|  	| Senjo no Ookami II (900302 Japan)			| mercs		| 1990	| Capcom	| CPS1		| 					|
| beastn	|  	| Shadow of the Beast					| puzzledp	| 2004	| Jeff Kurtz	| Neo Geo	| Sega bassed				|
| shippumd	|  	| Shippu Mahou Daisakusen - kingdom grandprix		| 		| 1994	| Raizing / 8ing| Toaplan GP9001| Japan region				|
| shocktro	|  	| Shock Troopers (set 1)				| 		| 1997	| Saurus	| Neo Geo	| 					|
| shocktra	|  	| Shock Troopers (set 2)				| shocktro	| 1997	| Saurus	| Neo Geo	| Alternate version			|
| shocktr2	|  	| Shock Troopers - 2nd squad				| 		| 1998	| Saurus	| Neo Geo	| 					|
| slapbtjp	|  	| Slap Fight (bootleg)					| slapfigh	| 1986	| Taito / Toapla| Early Toaplan	| 					|
| slapfigh	|   NW	| Slap Fight						| 		| 1986	| Taito		| Early Toaplan	| Protection MCU not emulated		|
| snowbroj	|  	| Snow Bros. - Nick & Tom (Japan)			| snowbros	| 1990	| Toaplan	| Kaneko Pandora| Japan version				|
| snowbros	|  	| Snow Bros. - Nick & Tom (set 1)			| 		| 1990	| Toaplan	| Kaneko Pandora| 					|
| snowbroa	|  	| Snow Bros. - Nick & Tom (set 2)			| snowbros	| 1990	| Toaplan	| Kaneko Pandora| Alternate version 1			|
| snowbrob	|  	| Snow Bros. - Nick & Tom (set 3)			| snowbros	| 1990	| Toaplan	| Kaneko Pandora| Alternate version 2			|
| snowbroc	|  	| Snow Bros. - Nick & Tom (set 4)			| snowbros	| 1990	| Toaplan	| Kaneko Pandora| Alternate version 3			|
| snowbro2	|  	| Snow Bros. 2 - with new elves				| 		| 1994	| [Toaplan] Hana| Toaplan GP9001| 					|
| socbrawl	|  	| Soccer Brawl						| 		| 1991	| SNK		| Neo Geo	| 					|
| solomon	|  	| Solomon's Key (Japan)					| 		| 1986	| Tecmo		| Miscellaneous	| 					|
| sstriker	|  	| Sorcer Striker (set 1)				| mahoudai	| 1993	| Raizing	| Toaplan GP9001| 					|
| sstrikra	|  	| Sorcer Striker (set 2)				| mahoudai	| 1993	| Raizing	| Toaplan GP9001| Alternate version			|
| spinmast	|  	| Spin Master\0Miracle Adventure			| 		| 1993	| Data East Corp| Neo Geo	| 					|
| stakwin	|  	| Stakes Winner						| 		| 1995	| Saurus	| Neo Geo	| 					|
| stakwin2	|  	| Stakes Winner 2					| 		| 1996	| Saurus	| Neo Geo	| 					|
| sfar3		|  	| Street Fighter Alpha - warriors' dreams (950605 Euro)	| sfa		| 1995	| Capcom	| CPS2		| 					|
| sfar2		|   NW	| Street Fighter Alpha - warriors' dreams (950627 Euro)	| sfa		| 1995	| Capcom	| CPS2		| 					|
| sfau		|  	| Street Fighter Alpha - warriors' dreams (950627 USA)	| sfa		| 1995	| Capcom	| CPS2		| 					|
| sfar1		|  	| Street Fighter Alpha - warriors' dreams (950718 Euro)	| sfa		| 1995	| Capcom	| CPS2		| 					|
| sfa		|  	| Street Fighter Alpha - warriors' dreams (950727 Euro)	| 		| 1995	| Capcom	| CPS2		| 					|
| sfa2		|  	| Street Fighter Alpha 2 (960306 USA)			| 		| 1996	| Capcom	| CPS2		| 					|
| sfa3br	|  	| Street Fighter Alpha 3 (040716 Brazil)		| sfa3		| 2004	| Capcom	| CPS2		| Translation ROM - Portuguese BRA	|
| sfa3b		|   NW	| Street Fighter Alpha 3 (980629 Brazil)		| sfa3		| 1998	| Capcom	| CPS2		| Encrypted				|
| sfa3r1	|  	| Street Fighter Alpha 3 (980629 USA)			| sfa3		| 1998	| Capcom	| CPS2		| 					|
| sfa3		|  	| Street Fighter Alpha 3 (980904 USA)			| 		| 1998	| Capcom	| CPS2		| 					|
| sf2ua		|  	| Street Fighter II - the world warrior (910206 USA)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2ja		|  	| Street Fighter II - the world warrior (910214 Japan)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2ub		|  	| Street Fighter II - the world warrior (910214 USA)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2eb		|  	| Street Fighter II - the world warrior (910214 World)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2ue		|  	| Street Fighter II - the world warrior (910228 USA)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2jc		|  	| Street Fighter II - the world warrior (910306 Japan)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2ud		|  	| Street Fighter II - the world warrior (910318 USA)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2uf		|  	| Street Fighter II - the world warrior (910411 USA)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2ui		|  	| Street Fighter II - the world warrior (910522 USA)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2		|  	| Street Fighter II - the world warrior (910522 World)	| 		| 1991	| Capcom	| CPS1		| 					|
| sf2uk		|  	| Street Fighter II - the world warrior (911101 USA)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2j		|  	| Street Fighter II - the world warrior (911210 Japan)	| sf2		| 1991	| Capcom	| CPS1		| 					|
| sf2ceua	|  	| Street Fighter II' - champion edition (920313 USA)	| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2ce		|  	| Street Fighter II' - champion edition (920313 World)	| 		| 1992	| Capcom	| CPS1		| 					|
| sf2cej	|  	| Street Fighter II' - champion edition (920513 Japan)	| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2ceuc	|  	| Street Fighter II' - champion edition (920803 USA)	| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2ceh	|  	| Street Fighter II' - champion edition (990804 Hispanic| sf2ce		| 1992	| Capcom	| CPS1		| Hack / Included in MAME Plus!		|
| sf2accp2	|  	| Street Fighter II' - champion edition (Accelerator Pt.| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2m1		|  	| Street Fighter II' - champion edition (M-1)		| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2m13	|   NW	| Street Fighter II' - champion edition (M-13)		| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2m2		|  	| Street Fighter II' - champion edition (M-2)		| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2m3		|   NW	| Street Fighter II' - champion edition (M-3)		| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2m4		|  	| Street Fighter II' - champion edition (M-4)		| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2m5		|  	| Street Fighter II' - champion edition (M-5)		| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2m7		|  	| Street Fighter II' - champion edition (M-7)		| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2m8		|   NW	| Street Fighter II' - champion edition (M-8)		| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2rb		|  	| Street Fighter II' - champion edition (Rainbow set 1)	| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2rb2	|  	| Street Fighter II' - champion edition (Rainbow set 2)	| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2red	|  	| Street Fighter II' - champion edition (Red Wave)	| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sfce13	|  	| Street Fighter II' - champion edition (sfce13)	| sf2hf		| 1992	| Capcom	| CPS1		| 					|
| sf2tlona	|  	| Street Fighter II' - champion edition (Slay the Dragon| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2tlonb	|  	| Street Fighter II' - champion edition (Slay the Dragon| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2tlonc	|  	| Street Fighter II' - champion edition (Slay the Dragon| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2koryu	|  	| Street Fighter II' - champion edition (Subdue the Drag| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2m6		|  	| Street Fighter II' - champion edition (Subdue the Drag| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2ceub	|  	| Street Fighter II' - champion edition (US 920513)	| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2v004	|  	| Street Fighter II' - champion edition (V004)		| sf2ce		| 1992	| Capcom	| CPS1		| 					|
| sf2yyc	|  	| Street Fighter II' - champion edition (YYC)		| sf2ce		| 1992	| Capcom	| CPS1		| 					|
